銀行,西元年月,民國年月,活期存款-固定,活期存款-機動,活儲存款-固定,活儲存款-機動,定存利率-一個月-固定,定存利率-一個月-固定,定存利率-三個月-固定,定存利率-三個月-固定,定存利率-六個月-固定,定存利率-六個月-固定,定存利率-九個月-固定,定存利率-九個月-固定,定存利率-一年期-固定,定存利率-一年期-固定,定存利率-二年期-固定,定存利率-二年期-固定,定存利率-三年期-固定,定存利率-三年期-固定,定存利率-一年期-固定,定存利率-一年期-固定,定存利率-二年期-固定,定存利率-二年期-固定,定存利率-三年期-固定,定存利率-三年期-固定,指數房貸-固定,指數房貸-機動,房貸月指-固定,房貸月指-機動,基準利率-固定,基準利率-機動
合作金庫,2019-8,10808,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2019-9,10809,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2019-10,10810,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2019-11,10811,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2019-12,10812,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2020-1,10901,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2020-2,10902,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.090,1.055,1.115,1.070,1.090,1.075,1.115,1.105,1.165,,1.090,,1.090,,2.590
合作金庫,2020-3,10903,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,1.090,,1.090,,2.590
合作金庫,2020-4,10904,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,1.090,,0.840,,2.340
合作金庫,2020-5,10905,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,1.090,,0.840,,2.340
合作金庫,2020-6,10906,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2020-7,10907,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2020-8,10908,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2020-9,10909,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2020-10,10910,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2020-11,10911,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2020-12,10912,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-1,11001,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-2,11002,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-3,11003,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-4,11004,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-5,11005,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-6,11006,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-7,11007,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-8,11008,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-9,11009,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-10,11010,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-11,11011,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2021-12,11012,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2022-1,11101,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2022-2,11102,,0.040,,0.100,0.350,0.350,0.390,0.410,0.525,0.585,0.620,0.700,0.755,0.815,0.765,0.820,0.775,0.825,0.780,0.840,0.790,0.850,0.805,0.865,,0.840,,0.840,,2.340
合作金庫,2022-3,11103,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.070,1.055,1.075,1.070,1.090,1.075,1.100,1.105,1.115,,0.840,,0.840,,2.340
合作金庫,2022-4,11104,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.070,1.055,1.075,1.070,1.090,1.075,1.100,1.105,1.115,,0.840,,1.090,,2.590
合作金庫,2022-5,11105,,0.080,,0.200,0.600,0.600,0.640,0.660,0.775,0.835,0.890,0.950,1.035,1.065,1.035,1.070,1.055,1.075,1.070,1.090,1.075,1.100,1.105,1.115,,0.840,,1.090,,2.590
合作金庫,2022-6,11106,,0.205,,0.325,0.725,0.725,0.785,0.785,0.965,0.960,1.080,1.075,1.200,1.190,1.205,1.195,1.210,1.200,1.225,1.215,1.235,1.225,1.250,1.240,,1.090,,1.090,,2.590
合作金庫,2022-7,11107,,0.205,,0.325,0.725,0.725,0.785,0.785,0.965,0.960,1.080,1.075,1.200,1.190,1.205,1.195,1.210,1.200,1.225,1.215,1.235,1.225,1.250,1.240,,1.090,,1.215,,2.590
合作金庫,2022-8,11108,,0.205,,0.325,0.725,0.725,0.785,0.785,0.965,0.960,1.080,1.075,1.200,1.190,1.205,1.195,1.210,1.200,1.225,1.215,1.235,1.225,1.250,1.240,,1.090,,1.215,,2.715
合作金庫,2022-9,11109,,0.330,,0.450,0.850,0.850,0.910,0.910,1.090,1.085,1.205,1.200,1.325,1.315,1.330,1.320,1.335,1.325,1.350,1.340,1.360,1.350,1.375,1.365,,1.215,,1.215,,2.715
合作金庫,2022-10,11110,,0.330,,0.450,0.850,0.850,0.910,0.910,1.090,1.085,1.205,1.200,1.325,1.315,1.330,1.320,1.335,1.325,1.350,1.340,1.360,1.350,1.375,1.365,,1.215,,1.341,,2.841
合作金庫,2022-11,11111,,0.330,,0.450,0.850,0.850,0.910,0.910,1.090,1.085,1.205,1.200,1.325,1.315,1.330,1.320,1.335,1.325,1.350,1.340,1.360,1.350,1.375,1.365,,1.215,,1.341,,2.841
合作金庫,2022-12,11112,,0.455,,0.575,0.975,0.975,1.035,1.035,1.215,1.210,1.330,1.325,1.450,1.440,1.450,1.450,1.450,1.450,1.475,1.465,1.475,1.475,1.480,1.480,,1.341,,1.341,,2.841
合作金庫,2023-1,11201,,0.455,,0.575,0.975,0.975,1.035,1.035,1.215,1.210,1.330,1.325,1.450,1.440,1.450,1.450,1.450,1.450,1.475,1.465,1.475,1.475,1.480,1.480,,1.341,,1.466,,2.841
合作金庫,2023-2,11202,,0.455,,0.575,0.975,0.975,1.035,1.035,1.215,1.210,1.330,1.325,1.450,1.440,1.450,1.450,1.450,1.450,1.475,1.465,1.475,1.475,1.480,1.480,,1.341,,1.466,,2.966
合作金庫,2023-3,11203,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.466,,1.466,,2.966
合作金庫,2023-4,11204,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.466,,1.593,,3.093
合作金庫,2023-5,11205,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.466,,1.593,,3.093
合作金庫,2023-6,11206,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2023-7,11207,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2023-8,11208,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2023-9,11209,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2023-10,11210,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2023-11,11211,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2023-12,11212,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2024-1,11301,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2024-2,11302,,0.580,,0.700,1.100,1.100,1.160,1.160,1.340,1.335,1.455,1.450,1.575,1.565,1.580,1.580,1.590,1.590,1.600,1.590,1.610,1.610,1.620,1.620,,1.593,,1.593,,3.093
合作金庫,2024-3,11303,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.593,,1.593,,3.093
合作金庫,2024-4,11304,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.593,,1.718,,3.218
合作金庫,2024-5,11305,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.593,,1.718,,3.218
合作金庫,2024-6,11306,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2024-7,11307,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2024-8,11308,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2024-9,11309,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2024-10,11310,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2024-11,11311,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2024-12,11312,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-1,11401,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-2,11402,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-3,11403,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-4,11404,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-5,11405,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-6,11406,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
合作金庫,2025-7,11407,,0.705,,0.825,1.225,1.225,1.285,1.285,1.465,1.460,1.580,1.575,1.700,1.690,1.705,1.705,1.710,1.710,1.725,1.715,1.730,1.730,1.745,1.745,,1.718,,1.718,,3.218
第一商銀,2001-1,09001,,1.500,,3.500,4.300,4.300,4.600,4.600,4.600,4.550,4.800,4.700,5.000,4.950,5.050,5.000,5.100,5.050,5.050,5.000,5.100,5.050,5.150,5.100,,,,,,
第一商銀,2001-2,09002,,1.500,,3.500,4.300,4.300,4.500,4.500,4.550,4.600,4.700,4.800,4.800,4.850,,4.950,,5.000,4.850,4.900,,5.000,,5.050,,,,,,
第一商銀,2001-3,09003,,1.500,,3.500,4.200,4.200,4.300,4.350,4.400,4.500,4.600,4.750,4.650,4.750,4.650,4.800,4.650,4.850,4.700,4.800,4.700,4.850,4.700,4.900,,,,,,
第一商銀,2001-4,09004,,1.500,,3.400,3.900,4.000,3.900,4.000,4.050,4.150,4.150,4.250,4.300,4.400,4.350,4.450,4.350,4.500,4.350,4.450,4.400,4.500,4.400,4.550,,,,,,
第一商銀,2001-5,09005,,1.500,,3.300,3.700,3.750,3.750,3.800,3.900,4.000,3.950,4.100,4.050,4.200,4.100,4.250,4.150,4.250,4.100,4.300,4.150,4.300,4.150,4.300,,,,,,
第一商銀,2001-6,09006,,1.500,,3.300,3.700,3.750,3.750,3.800,3.900,4.000,3.950,4.100,4.050,4.200,4.100,4.250,4.150,4.250,4.100,4.300,4.150,4.300,4.150,4.300,,,,,,
第一商銀,2001-7,09007,,1.500,,3.100,3.500,3.550,3.550,3.600,3.700,3.800,3.750,3.900,3.850,4.000,3.900,4.050,3.950,4.050,3.950,4.150,3.950,4.150,3.950,4.150,,,,,,
第一商銀,2001-8,09008,,1.500,,3.000,3.250,3.300,3.300,3.350,3.450,3.550,3.500,3.650,3.600,3.750,3.650,3.800,3.700,3.800,3.700,3.950,3.700,3.950,3.700,3.950,,,,,,
第一商銀,2001-9,09009,,1.400,,2.750,2.900,2.900,2.950,3.000,3.000,3.050,3.050,3.150,3.100,3.250,3.150,3.300,3.200,3.300,3.200,3.450,3.200,3.450,3.200,3.450,,,,,,
第一商銀,2001-10,09010,,1.300,,2.500,2.600,2.600,2.600,2.650,2.650,2.700,2.700,2.800,2.800,2.950,2.800,3.000,2.850,3.000,2.850,3.200,2.850,3.200,2.850,3.200,,,,,,
第一商銀,2001-11,09011,,1.200,,2.300,2.150,2.300,2.200,2.350,2.300,2.450,2.350,2.500,2.450,2.700,2.450,2.700,2.450,2.700,2.500,2.900,2.500,2.900,2.500,2.900,,,,,,
第一商銀,2001-12,09012,,1.200,,2.300,2.150,2.300,2.200,2.350,2.300,2.450,2.350,2.500,2.450,2.700,2.450,2.700,2.450,2.700,2.500,2.900,2.500,2.900,2.500,2.900,,,,,,
第一商銀,2002-1,09101,,1.200,,2.200,2.050,2.200,2.050,2.200,2.250,2.250,2.250,2.250,2.300,2.450,2.300,2.450,2.300,2.450,2.350,2.725,2.350,2.725,2.350,2.725,,,,,,
第一商銀,2002-2,09102,,1.200,,2.200,2.050,2.200,2.050,2.200,2.250,2.250,2.250,2.250,2.300,2.450,2.300,2.450,2.300,2.450,2.350,2.725,2.350,2.725,2.350,2.725,,,,,,
第一商銀,2002-3,09103,,1.200,,2.000,2.050,2.200,2.050,2.200,2.250,2.250,2.250,2.250,2.300,2.450,2.300,2.450,2.300,2.450,2.350,2.725,2.350,2.725,2.350,2.725,,,,,,
第一商銀,2002-4,09104,,1.000,,1.800,2.050,2.050,2.100,2.100,2.200,2.200,2.250,2.250,2.350,2.350,2.350,2.350,2.350,2.350,2.400,2.425,2.400,2.425,2.400,2.425,,,,,,
第一商銀,2002-5,09105,,1.000,,1.800,2.050,2.050,2.100,2.100,2.200,2.200,2.250,2.250,2.350,2.350,2.350,2.350,2.350,2.350,2.400,2.425,2.400,2.425,2.400,2.425,,,,,,
第一商銀,2002-6,09106,,0.700,,1.600,1.950,1.950,2.050,2.050,2.100,2.100,2.250,2.250,2.300,2.300,2.350,2.300,2.400,2.300,2.400,2.400,2.450,2.400,2.500,2.400,,,,,,
第一商銀,2002-7,09107,,0.500,,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.200,2.150,2.300,2.200,2.400,2.200,,,,,,
第一商銀,2002-8,09108,,0.500,,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.150,2.150,2.300,2.200,2.400,2.200,,,,,,
第一商銀,2002-9,09109,,0.500,,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.150,2.150,2.300,2.200,2.400,2.200,,2.180,,,,
第一商銀,2002-10,09110,,0.500,,1.200,1.700,1.700,1.800,1.800,1.900,1.900,2.000,2.000,2.100,2.100,2.200,2.150,2.300,2.150,2.150,2.150,2.300,2.200,2.400,2.200,,2.170,,,,
第一商銀,2002-11,09111,,0.300,,1.000,1.450,1.450,1.550,1.550,1.650,1.650,1.750,1.750,1.850,1.850,1.950,1.900,2.050,1.900,1.900,1.900,2.050,1.950,2.150,1.950,,2.170,,,,
第一商銀,2002-12,09112,,0.300,,1.000,1.450,1.450,1.550,1.550,1.650,1.650,1.750,1.750,1.850,1.850,1.950,1.900,2.050,1.900,1.900,1.900,2.050,1.950,2.150,1.950,,2.170,,,,
第一商銀,2003-1,09201,,0.250,,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,,1.910,,,,4.180
第一商銀,2003-2,09202,,0.250,,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,,1.910,,,,4.180
第一商銀,2003-3,09203,,0.250,,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.600,1.600,1.750,1.650,1.850,1.650,,1.910,,,,4.180
第一商銀,2003-4,09204,,0.250,,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.550,1.550,1.650,1.600,1.750,1.600,1.550,1.550,1.750,1.650,1.850,1.650,,1.590,,,,3.650
第一商銀,2003-5,09205,,0.250,,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.650,1.600,1.750,1.600,1.550,1.550,1.750,1.650,1.850,1.650,,1.590,,,,3.650
第一商銀,2003-6,09206,,0.250,,0.700,1.150,1.150,1.250,1.250,1.350,1.350,1.450,1.450,1.525,1.525,1.650,1.600,1.750,1.600,1.550,1.550,1.625,1.625,1.850,1.650,,1.590,,,,3.650
第一商銀,2003-7,09207,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.490
第一商銀,2003-8,09208,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.490
第一商銀,2003-9,09209,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.490
第一商銀,2003-10,09210,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.330
第一商銀,2003-11,09211,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.330
第一商銀,2003-12,09212,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.330
第一商銀,2004-1,09301,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.330
第一商銀,2004-2,09302,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.330
第一商銀,2004-3,09303,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.330
第一商銀,2004-4,09304,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.300
第一商銀,2004-5,09305,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.300
第一商銀,2004-6,09306,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.300
第一商銀,2004-7,09307,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.300
第一商銀,2004-8,09308,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.300
第一商銀,2004-9,09309,,0.100,,0.550,1.025,1.025,1.125,1.125,1.225,1.225,1.325,1.325,1.400,1.400,1.475,1.475,1.500,1.475,1.425,1.425,1.500,1.500,1.600,1.525,,1.425,,,,3.300
