Stock_id,Combination,Start_Date,End_Date,Start_Price,End_Price,Return
2356,201606-201611,2016-06-01,2016-11-30,22.3,21.55,-0.033632286995515695
2383,201606-201611,2016-06-01,2016-11-30,66.7,83.8,0.25637181409295345
2385,201606-201611,2016-06-01,2016-11-30,79.0,75.1,-0.049367088607595006
2454,201606-201611,2016-06-01,2016-11-30,222.0,221.5,-0.0022522522522522522
2449,201606-201611,2016-06-01,2016-11-30,30.25,26.35,-0.1289256198347107
2474,201606-201611,2016-06-01,2016-11-30,251.0,231.5,-0.07768924302788845
2448,201606-201611,2016-06-01,2016-11-30,20.05,23.45,0.169576059850374
2492,201606-201611,2016-06-01,2016-11-30,31.25,35.9,0.14879999999999996
2498,201606-201611,2016-06-01,2016-11-30,87.3,84.3,-0.03436426116838488
2439,201606-201611,2016-06-01,2016-11-30,70.6,121.5,0.7209631728045327
2542,201606-201611,2016-06-01,2016-11-30,49.85,47.8,-0.04112337011033108
2603,201606-201611,2016-06-01,2016-11-30,11.9,12.05,0.012605042016806753
2412,201606-201611,2016-06-01,2016-11-30,110.5,107.5,-0.027149321266968326
2606,201606-201611,2016-06-01,2016-11-30,24.9,26.0,0.044176706827309294
2610,201606-201611,2016-06-01,2016-11-30,10.45,9.56,-0.08516746411483242
2409,201606-201611,2016-06-01,2016-11-30,9.32,11.45,0.22854077253218874
2615,201606-201611,2016-06-01,2016-11-30,17.4,16.55,-0.04885057471264356
2618,201606-201611,2016-06-01,2016-11-30,14.75,15.65,0.061016949152542396
2408,201606-201611,2016-06-01,2016-11-30,39.55,44.5,0.12515802781289515
2633,201606-201611,2016-06-01,2016-11-30,15.91,19.05,0.19736015084852299
2723,201606-201611,2016-06-01,2016-11-30,288.0,265.5,-0.078125
2395,201606-201611,2016-06-01,2016-11-30,244.0,256.5,0.05122950819672131
2801,201606-201611,2016-06-01,2016-11-30,16.6,17.05,0.027108433734939714
2809,201606-201611,2016-06-01,2016-11-30,21.2,27.1,0.27830188679245293
